wav_path,spoof_score
../../datasets/evaluation-data/evaluation-set/common_voice_en_17840377.wav,0.9999969
../../datasets/evaluation-data/evaluation-set/b16f621005003d1bf231a54db3c2df45.wav,0.025047228
../../datasets/evaluation-data/evaluation-set/common_voice_en_17391698.wav,0.9999312
../../datasets/evaluation-data/evaluation-set/ef7cca2cbc8f772e5ba31537f0b5d200.wav,0.99908996
../../datasets/evaluation-data/evaluation-set/common_voice_en_17627093.wav,0.016149463
../../datasets/evaluation-data/evaluation-set/french14.wav,0.9994098
../../datasets/evaluation-data/evaluation-set/common_voice_en_142106.wav,9.656711e-06
../../datasets/evaluation-data/evaluation-set/french28.wav,7.028106e-07
../../datasets/evaluation-data/evaluation-set/uyghur2.wav,6.616507e-09
../../datasets/evaluation-data/evaluation-set/eb0d13eae5faec92fe0ec28f92db56df.wav,8.3362e-06
../../datasets/evaluation-data/evaluation-set/1d36887f60172390645f04dcaaa635ef.wav,1.3870858e-06
../../datasets/evaluation-data/evaluation-set/spanish162.wav,0.7473524
../../datasets/evaluation-data/evaluation-set/common_voice_en_17384726.wav,0.999905
../../datasets/evaluation-data/evaluation-set/english465.wav,4.854686e-07
../../datasets/evaluation-data/evaluation-set/english303.wav,2.4851357e-05
../../datasets/evaluation-data/evaluation-set/taiwanese4.wav,6.786888e-09
../../datasets/evaluation-data/evaluation-set/mandarin47.wav,3.502567e-07
../../datasets/evaluation-data/evaluation-set/english471.wav,0.80116856
../../datasets/evaluation-data/evaluation-set/e9c8c324b1adf1efb3b93ffb50694817.wav,6.0744237e-06
../../datasets/evaluation-data/evaluation-set/common_voice_en_17248476.wav,0.99951506
../../datasets/evaluation-data/evaluation-set/arabic69.wav,4.0598724e-07
../../datasets/evaluation-data/evaluation-set/common_voice_en_17402863.wav,0.9999975
../../datasets/evaluation-data/evaluation-set/154027b772c64572e5a3c1625de0ee5a.wav,7.0809315e-06
../../datasets/evaluation-data/evaluation-set/common_voice_en_17403770.wav,8.334157e-06
../../datasets/evaluation-data/evaluation-set/common_voice_en_17252995.wav,0.00016242526
../../datasets/evaluation-data/evaluation-set/common_voice_en_17248715.wav,0.00017950452
../../datasets/evaluation-data/evaluation-set/common_voice_en_17250166.wav,0.000180147
../../datasets/evaluation-data/evaluation-set/common_voice_en_17885610.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17453378.wav,0.005735454
../../datasets/evaluation-data/evaluation-set/spanish10.wav,3.7856425e-06
../../datasets/evaluation-data/evaluation-set/common_voice_en_17441797.wav,0.99955326
