wav_path,bonafide_prediction_score
Standardized_full_data/new_evaluation_wav/arabic85.wav,0.9899973
Standardized_full_data/new_evaluation_wav/common_voice_en_17270731.wav,0.99903107
Standardized_full_data/new_evaluation_wav/spanish6.wav,4.2820786e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_18128784.wav,0.9892342
Standardized_full_data/new_evaluation_wav/french60.wav,0.98684573
Standardized_full_data/new_evaluation_wav/common_voice_en_17936033.wav,0.9871794
Standardized_full_data/new_evaluation_wav/english122.wav,0.9333435
Standardized_full_data/new_evaluation_wav/common_voice_en_17392963.wav,0.9943252
Standardized_full_data/new_evaluation_wav/common_voice_en_17935729.wav,0.014105172
Standardized_full_data/new_evaluation_wav/common_voice_en_120723.wav,0.86109585
Standardized_full_data/new_evaluation_wav/english56.wav,0.00069094123
Standardized_full_data/new_evaluation_wav/spanish122.wav,0.009725655
Standardized_full_data/new_evaluation_wav/common_voice_en_123979.wav,0.9891053
Standardized_full_data/new_evaluation_wav/common_voice_en_142076.wav,0.0007941983
Standardized_full_data/new_evaluation_wav/common_voice_en_17331139.wav,0.00019372067
Standardized_full_data/new_evaluation_wav/common_voice_en_17822156.wav,0.91146106
Standardized_full_data/new_evaluation_wav/common_voice_en_17252797.wav,0.99992895
Standardized_full_data/new_evaluation_wav/common_voice_en_18106601.wav,7.375611e-05
Standardized_full_data/new_evaluation_wav/5f93182b42e8f12450049c20cd3799db.wav,0.00082651945
Standardized_full_data/new_evaluation_wav/common_voice_en_17281015.wav,0.9999291
Standardized_full_data/new_evaluation_wav/common_voice_en_17260025.wav,0.9300714
Standardized_full_data/new_evaluation_wav/common_voice_en_17251931.wav,0.07319383
Standardized_full_data/new_evaluation_wav/42ce59a719a83089d172f8024fc24f92.wav,0.9993153
Standardized_full_data/new_evaluation_wav/french46.wav,0.14359634
Standardized_full_data/new_evaluation_wav/arabic77.wav,0.87751234
Standardized_full_data/new_evaluation_wav/common_voice_en_17822141.wav,0.98098326
Standardized_full_data/new_evaluation_wav/common_voice_en_17776286.wav,0.00012262951
Standardized_full_data/new_evaluation_wav/common_voice_en_17896085.wav,7.717012e-06
Standardized_full_data/new_evaluation_wav/arabic93.wav,0.8012889
Standardized_full_data/new_evaluation_wav/0a7df1919244d090046e04b3c6412b70.wav,0.99984926
Standardized_full_data/new_evaluation_wav/common_voice_en_18172305.wav,0.6303929
Standardized_full_data/new_evaluation_wav/common_voice_en_17147817.wav,7.0458923e-06
Standardized_full_data/new_evaluation_wav/common_voice_en_17586970.wav,0.011127574
Standardized_full_data/new_evaluation_wav/common_voice_en_17254897.wav,0.99652463
Standardized_full_data/new_evaluation_wav/italian29.wav,7.970068e-06
Standardized_full_data/new_evaluation_wav/common_voice_en_17959293.wav,0.98178077
Standardized_full_data/new_evaluation_wav/common_voice_en_131649.wav,4.6855825e-05
Standardized_full_data/new_evaluation_wav/english408.wav,0.00033595454
Standardized_full_data/new_evaluation_wav/spanish69.wav,3.0153711e-05
Standardized_full_data/new_evaluation_wav/japanese6.wav,0.002823578
Standardized_full_data/new_evaluation_wav/common_voice_en_17248715.wav,2.0831365e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_142156.wav,0.0034030797
Standardized_full_data/new_evaluation_wav/common_voice_en_17331199.wav,0.00010370733
Standardized_full_data/new_evaluation_wav/farsi2.wav,0.9923515
Standardized_full_data/new_evaluation_wav/common_voice_en_17789941.wav,0.3053009
Standardized_full_data/new_evaluation_wav/spanish35.wav,2.2320399e-05
Standardized_full_data/new_evaluation_wav/french44.wav,0.98172337
Standardized_full_data/new_evaluation_wav/french4.wav,0.9983547
Standardized_full_data/new_evaluation_wav/common_voice_en_148333.wav,4.7227728e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_18044946.wav,0.99939704
Standardized_full_data/new_evaluation_wav/common_voice_en_17256419.wav,0.9413615
Standardized_full_data/new_evaluation_wav/common_voice_en_142162.wav,0.05737158
Standardized_full_data/new_evaluation_wav/common_voice_en_15694.wav,0.9966066
Standardized_full_data/new_evaluation_wav/8d1301a79919f630b98c4b33ba197ac3.wav,0.010313179
Standardized_full_data/new_evaluation_wav/mandarin59.wav,0.9970944
Standardized_full_data/new_evaluation_wav/c015958f12f44ce1986d939ea32aaaed.wav,0.9934059
Standardized_full_data/new_evaluation_wav/common_voice_en_17696623.wav,2.8210166e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17586921.wav,0.0007689072
Standardized_full_data/new_evaluation_wav/ed0de1313bcd91acef32e5d36529db46.wav,1.2795201e-05
Standardized_full_data/new_evaluation_wav/common_voice_en_17271700.wav,0.0043153404
