wav_path,spoof_score
../../datasets/evaluation-data/evaluation-set/common_voice_en_17840377.wav,6.432857e-06
../../datasets/evaluation-data/evaluation-set/b16f621005003d1bf231a54db3c2df45.wav,5.460248e-08
../../datasets/evaluation-data/evaluation-set/common_voice_en_17391698.wav,6.104476e-05
../../datasets/evaluation-data/evaluation-set/ef7cca2cbc8f772e5ba31537f0b5d200.wav,3.8598916e-08
../../datasets/evaluation-data/evaluation-set/common_voice_en_17627093.wav,2.3428541e-07
../../datasets/evaluation-data/evaluation-set/french14.wav,0.24272244
../../datasets/evaluation-data/evaluation-set/common_voice_en_142106.wav,6.4687384e-08
../../datasets/evaluation-data/evaluation-set/french28.wav,4.710918e-06
../../datasets/evaluation-data/evaluation-set/uyghur2.wav,3.3320248e-05
../../datasets/evaluation-data/evaluation-set/eb0d13eae5faec92fe0ec28f92db56df.wav,0.0027751022
../../datasets/evaluation-data/evaluation-set/1d36887f60172390645f04dcaaa635ef.wav,1.41246e-08
../../datasets/evaluation-data/evaluation-set/spanish162.wav,6.936933e-10
../../datasets/evaluation-data/evaluation-set/common_voice_en_17384726.wav,1.5675631e-06
../../datasets/evaluation-data/evaluation-set/english465.wav,0.011455295
../../datasets/evaluation-data/evaluation-set/english303.wav,1.9720655e-14
../../datasets/evaluation-data/evaluation-set/taiwanese4.wav,1.4530066e-10
../../datasets/evaluation-data/evaluation-set/mandarin47.wav,2.5607549e-06
../../datasets/evaluation-data/evaluation-set/english471.wav,0.9848454
../../datasets/evaluation-data/evaluation-set/e9c8c324b1adf1efb3b93ffb50694817.wav,6.146896e-10
../../datasets/evaluation-data/evaluation-set/common_voice_en_17248476.wav,3.2728746e-08
../../datasets/evaluation-data/evaluation-set/arabic69.wav,5.5563908e-11
../../datasets/evaluation-data/evaluation-set/common_voice_en_17402863.wav,1.0715909e-09
../../datasets/evaluation-data/evaluation-set/154027b772c64572e5a3c1625de0ee5a.wav,1.0275751e-09
../../datasets/evaluation-data/evaluation-set/common_voice_en_17403770.wav,1.6486744e-07
../../datasets/evaluation-data/evaluation-set/common_voice_en_17252995.wav,5.6768454e-06
../../datasets/evaluation-data/evaluation-set/common_voice_en_17248715.wav,7.3624324e-06
../../datasets/evaluation-data/evaluation-set/common_voice_en_17250166.wav,4.334573e-07
../../datasets/evaluation-data/evaluation-set/common_voice_en_17885610.wav,2.4029387e-10
../../datasets/evaluation-data/evaluation-set/common_voice_en_17453378.wav,6.224177e-07
../../datasets/evaluation-data/evaluation-set/spanish10.wav,2.3292152e-05
../../datasets/evaluation-data/evaluation-set/common_voice_en_17441797.wav,0.40462705
../../datasets/evaluation-data/evaluation-set/common_voice_en_17258089.wav,1.2622285e-09
../../datasets/evaluation-data/evaluation-set/common_voice_en_17272674.wav,1.7795634e-05
../../datasets/evaluation-data/evaluation-set/common_voice_en_18129850.wav,1.4819623e-06
../../datasets/evaluation-data/evaluation-set/uyghur3.wav,9.919059e-12
../../datasets/evaluation-data/evaluation-set/common_voice_en_17567630.wav,0.99997807
../../datasets/evaluation-data/evaluation-set/common_voice_en_13481.wav,7.534154e-09
../../datasets/evaluation-data/evaluation-set/cantonese8.wav,6.582645e-13
../../datasets/evaluation-data/evaluation-set/english6.wav,8.184539e-08
../../datasets/evaluation-data/evaluation-set/ecb5435524f0132d1d55be4b0495f97c.wav,2.2049607e-09
../../datasets/evaluation-data/evaluation-set/common_voice_en_17776236.wav,2.9726828e-06
../../datasets/evaluation-data/evaluation-set/english100.wav,0.0005719758
../../datasets/evaluation-data/evaluation-set/french15.wav,1.3362347e-08
../../datasets/evaluation-data/evaluation-set/common_voice_en_17253269.wav,1.8785148e-08
../../datasets/evaluation-data/evaluation-set/d9f524f475b169c1446b2b37c6c854de.wav,1.2138803e-07
../../datasets/evaluation-data/evaluation-set/common_voice_en_17256488.wav,3.4561594e-07
../../datasets/evaluation-data/evaluation-set/common_voice_en_17250951.wav,1.076985e-11
../../datasets/evaluation-data/evaluation-set/6e3e097680d43495c5afea20a3d5c82b.wav,2.433046e-07
../../datasets/evaluation-data/evaluation-set/common_voice_en_17512093.wav,1.0241935e-06
../../datasets/evaluation-data/evaluation-set/french17.wav,0.0014258524
../../datasets/evaluation-data/evaluation-set/common_voice_en_17272716.wav,1.2004396e-07
../../datasets/evaluation-data/evaluation-set/uyghur1.wav,1.1789608e-10
../../datasets/evaluation-data/evaluation-set/korean5.wav,1.339088e-06
../../datasets/evaluation-data/evaluation-set/common_voice_en_17952214.wav,3.1325194e-06
../../datasets/evaluation-data/evaluation-set/arabic95.wav,5.5800825e-07
../../datasets/evaluation-data/evaluation-set/spanish149.wav,1.2550103e-06
../../datasets/evaluation-data/evaluation-set/5f93182b42e8f12450049c20cd3799db.wav,3.790516e-08
../../datasets/evaluation-data/evaluation-set/be1311f1d716137190f7dfee7209e11f.wav,7.4160145e-10
../../datasets/evaluation-data/evaluation-set/fccdf68c7fe194a08c7084a3c883302e.wav,4.723842e-10
../../datasets/evaluation-data/evaluation-set/52da1e821ca30516902fba860ecb5505.wav,6.6169203e-10
../../datasets/evaluation-data/evaluation-set/common_voice_en_17441795.wav,0.031897515
../../datasets/evaluation-data/evaluation-set/common_voice_en_17270707.wav,1.5572164e-07
../../datasets/evaluation-data/evaluation-set/german2.wav,2.5222747e-08
../../datasets/evaluation-data/evaluation-set/common_voice_en_17624837.wav,1.0442703e-06
../../datasets/evaluation-data/evaluation-set/3a734fe931998ad9f477b6e74701dd6e.wav,3.5145734e-11
../../datasets/evaluation-data/evaluation-set/common_voice_en_16048874.wav,1.1922563e-06
../../datasets/evaluation-data/evaluation-set/japanese6.wav,4.188082e-12
../../datasets/evaluation-data/evaluation-set/common_voice_en_17280437.wav,3.4678446e-06
../../datasets/evaluation-data/evaluation-set/common_voice_en_17254114.wav,8.841469e-11
../../datasets/evaluation-data/evaluation-set/common_voice_en_17822122.wav,1.5350564e-09
