wav_path,spoof_score
../../datasets/evaluation-data/evaluation-set/common_voice_en_17840377.wav,1.0
../../datasets/evaluation-data/evaluation-set/b16f621005003d1bf231a54db3c2df45.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17391698.wav,1.0
../../datasets/evaluation-data/evaluation-set/ef7cca2cbc8f772e5ba31537f0b5d200.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17627093.wav,0.999995
../../datasets/evaluation-data/evaluation-set/french14.wav,0.999997
../../datasets/evaluation-data/evaluation-set/common_voice_en_142106.wav,1.0
../../datasets/evaluation-data/evaluation-set/french28.wav,1.0
../../datasets/evaluation-data/evaluation-set/uyghur2.wav,0.99901414
../../datasets/evaluation-data/evaluation-set/eb0d13eae5faec92fe0ec28f92db56df.wav,1.0
../../datasets/evaluation-data/evaluation-set/1d36887f60172390645f04dcaaa635ef.wav,1.0
../../datasets/evaluation-data/evaluation-set/spanish162.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17384726.wav,0.99999964
../../datasets/evaluation-data/evaluation-set/english465.wav,0.9999989
../../datasets/evaluation-data/evaluation-set/english303.wav,0.99738663
../../datasets/evaluation-data/evaluation-set/taiwanese4.wav,0.99999976
../../datasets/evaluation-data/evaluation-set/mandarin47.wav,0.99997926
../../datasets/evaluation-data/evaluation-set/english471.wav,0.99999905
../../datasets/evaluation-data/evaluation-set/e9c8c324b1adf1efb3b93ffb50694817.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17248476.wav,1.0
../../datasets/evaluation-data/evaluation-set/arabic69.wav,0.05888044
../../datasets/evaluation-data/evaluation-set/common_voice_en_17402863.wav,1.0
../../datasets/evaluation-data/evaluation-set/154027b772c64572e5a3c1625de0ee5a.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17403770.wav,0.9999995
../../datasets/evaluation-data/evaluation-set/common_voice_en_17252995.wav,0.9999993
../../datasets/evaluation-data/evaluation-set/common_voice_en_17248715.wav,0.9999852
../../datasets/evaluation-data/evaluation-set/common_voice_en_17250166.wav,0.99999905
../../datasets/evaluation-data/evaluation-set/common_voice_en_17885610.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17453378.wav,0.99999976
../../datasets/evaluation-data/evaluation-set/spanish10.wav,0.99999225
../../datasets/evaluation-data/evaluation-set/common_voice_en_17441797.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17258089.wav,0.99994516
../../datasets/evaluation-data/evaluation-set/common_voice_en_17272674.wav,0.99970466
../../datasets/evaluation-data/evaluation-set/common_voice_en_18129850.wav,1.0
../../datasets/evaluation-data/evaluation-set/uyghur3.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17567630.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_13481.wav,1.0
../../datasets/evaluation-data/evaluation-set/cantonese8.wav,1.0
../../datasets/evaluation-data/evaluation-set/english6.wav,0.0013555997
../../datasets/evaluation-data/evaluation-set/ecb5435524f0132d1d55be4b0495f97c.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17776236.wav,0.9999552
../../datasets/evaluation-data/evaluation-set/english100.wav,1.0
../../datasets/evaluation-data/evaluation-set/french15.wav,0.10425195
../../datasets/evaluation-data/evaluation-set/common_voice_en_17253269.wav,1.0
../../datasets/evaluation-data/evaluation-set/d9f524f475b169c1446b2b37c6c854de.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17256488.wav,0.99925166
../../datasets/evaluation-data/evaluation-set/common_voice_en_17250951.wav,1.0
../../datasets/evaluation-data/evaluation-set/6e3e097680d43495c5afea20a3d5c82b.wav,0.9999999
../../datasets/evaluation-data/evaluation-set/common_voice_en_17512093.wav,1.0
../../datasets/evaluation-data/evaluation-set/french17.wav,0.99999976
../../datasets/evaluation-data/evaluation-set/common_voice_en_17272716.wav,1.0
../../datasets/evaluation-data/evaluation-set/uyghur1.wav,1.8020473e-06
../../datasets/evaluation-data/evaluation-set/korean5.wav,0.93733233
../../datasets/evaluation-data/evaluation-set/common_voice_en_17952214.wav,1.0
../../datasets/evaluation-data/evaluation-set/arabic95.wav,0.99985564
../../datasets/evaluation-data/evaluation-set/spanish149.wav,0.9999974
../../datasets/evaluation-data/evaluation-set/5f93182b42e8f12450049c20cd3799db.wav,1.0
../../datasets/evaluation-data/evaluation-set/be1311f1d716137190f7dfee7209e11f.wav,1.0
../../datasets/evaluation-data/evaluation-set/fccdf68c7fe194a08c7084a3c883302e.wav,1.0
../../datasets/evaluation-data/evaluation-set/52da1e821ca30516902fba860ecb5505.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17441795.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17270707.wav,1.0
../../datasets/evaluation-data/evaluation-set/german2.wav,3.1744296e-06
../../datasets/evaluation-data/evaluation-set/common_voice_en_17624837.wav,0.9999999
../../datasets/evaluation-data/evaluation-set/3a734fe931998ad9f477b6e74701dd6e.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_16048874.wav,1.0
../../datasets/evaluation-data/evaluation-set/japanese6.wav,0.9999995
../../datasets/evaluation-data/evaluation-set/common_voice_en_17280437.wav,0.9999951
../../datasets/evaluation-data/evaluation-set/common_voice_en_17254114.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17822122.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17453420.wav,1.0
../../datasets/evaluation-data/evaluation-set/english512.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17283670.wav,1.0
../../datasets/evaluation-data/evaluation-set/17b050325bbba20b3442477bcfb31c23.wav,1.0
../../datasets/evaluation-data/evaluation-set/english92.wav,0.04331601
../../datasets/evaluation-data/evaluation-set/spanish6.wav,0.9999933
../../datasets/evaluation-data/evaluation-set/english86.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17256501.wav,0.9996984
../../datasets/evaluation-data/evaluation-set/common_voice_en_17250158.wav,0.9999814
../../datasets/evaluation-data/evaluation-set/common_voice_en_17256529.wav,0.3180588
../../datasets/evaluation-data/evaluation-set/common_voice_en_179965.wav,0.9999552
../../datasets/evaluation-data/evaluation-set/common_voice_en_18187996.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17747836.wav,1.0
../../datasets/evaluation-data/evaluation-set/98ceb96c807526320e52b235e4a019d0.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17507514.wav,0.25070682
../../datasets/evaluation-data/evaluation-set/common_voice_en_17252772.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17254897.wav,0.99998975
../../datasets/evaluation-data/evaluation-set/english513.wav,0.94655275
../../datasets/evaluation-data/evaluation-set/kurdish3.wav,0.9999273
../../datasets/evaluation-data/evaluation-set/common_voice_en_17822137.wav,0.9999999
../../datasets/evaluation-data/evaluation-set/common_voice_en_134469.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17955354.wav,1.0
../../datasets/evaluation-data/evaluation-set/1c99af73f9ec6eb6b864a08323778688.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17453390.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_101565.wav,1.0
../../datasets/evaluation-data/evaluation-set/df5919df92975fdf71b49647306543ce.wav,0.9999994
../../datasets/evaluation-data/evaluation-set/english329.wav,0.8892596
../../datasets/evaluation-data/evaluation-set/common_voice_en_17650796.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17296320.wav,7.7951576e-05
../../datasets/evaluation-data/evaluation-set/arabic43.wav,1.1078578e-06
../../datasets/evaluation-data/evaluation-set/common_voice_en_17885571.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17455865.wav,1.0
../../datasets/evaluation-data/evaluation-set/common_voice_en_17345193.wav,1.0
../../datasets/evaluation-data/evaluation-set/spanish160.wav,0.99999976
