wav_path,prediction_score
../../datasets/evaluation-data/evaluation-set/common_voice_en_17840377.wav,0.6357978
../../datasets/evaluation-data/evaluation-set/b16f621005003d1bf231a54db3c2df45.wav,0.9957203
../../datasets/evaluation-data/evaluation-set/common_voice_en_17391698.wav,0.84635663
../../datasets/evaluation-data/evaluation-set/ef7cca2cbc8f772e5ba31537f0b5d200.wav,0.9597147
../../datasets/evaluation-data/evaluation-set/common_voice_en_17627093.wav,0.92281914
../../datasets/evaluation-data/evaluation-set/french14.wav,0.99953973
../../datasets/evaluation-data/evaluation-set/common_voice_en_142106.wav,0.9930535
../../datasets/evaluation-data/evaluation-set/french28.wav,0.635692
../../datasets/evaluation-data/evaluation-set/uyghur2.wav,0.9823924
../../datasets/evaluation-data/evaluation-set/eb0d13eae5faec92fe0ec28f92db56df.wav,0.99941945
../../datasets/evaluation-data/evaluation-set/1d36887f60172390645f04dcaaa635ef.wav,0.9995975
../../datasets/evaluation-data/evaluation-set/spanish162.wav,0.2798874
../../datasets/evaluation-data/evaluation-set/common_voice_en_17384726.wav,0.64460915
../../datasets/evaluation-data/evaluation-set/english465.wav,0.44263813
../../datasets/evaluation-data/evaluation-set/english303.wav,0.99977535
../../datasets/evaluation-data/evaluation-set/taiwanese4.wav,0.99480325
../../datasets/evaluation-data/evaluation-set/mandarin47.wav,0.9952651
../../datasets/evaluation-data/evaluation-set/english471.wav,0.9958307
../../datasets/evaluation-data/evaluation-set/e9c8c324b1adf1efb3b93ffb50694817.wav,0.9998504
../../datasets/evaluation-data/evaluation-set/common_voice_en_17248476.wav,0.9945979
../../datasets/evaluation-data/evaluation-set/arabic69.wav,0.978122
../../datasets/evaluation-data/evaluation-set/common_voice_en_17402863.wav,0.9920483
../../datasets/evaluation-data/evaluation-set/154027b772c64572e5a3c1625de0ee5a.wav,0.99907744
../../datasets/evaluation-data/evaluation-set/common_voice_en_17403770.wav,0.9991748
../../datasets/evaluation-data/evaluation-set/common_voice_en_17252995.wav,0.99652267
../../datasets/evaluation-data/evaluation-set/common_voice_en_17248715.wav,0.91288936
../../datasets/evaluation-data/evaluation-set/common_voice_en_17250166.wav,0.97065175
